barcode_id,sampleid,roost_site,latitude_s,longitude_e,researchers_present,sampling_session,processing_date,processing_time_start,processing_time_end,bat_species,recap,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,bat_forearm_mm,bat_flies,meglastreblidae,fleas,mites,ticks,t_star,mass_forearm_residual
9.56E+14,KEL399,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF",82,10/17/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,375,134,0,0,0,0,0,NA,40.19293919
9.56E+14,KEL397,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF",82,10/17/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,335,125.2,0,0,0,0,0,NA,25.96189996
9.56E+14,KEL394,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF",82,10/17/19,NA,NA,Eidolon dupreanum,no,male,J,yes,no,NA,NA,290,126.5,0,0,0,24,0,NA,NA
9.56E+14,KEL400,Angavokely_Edup,-18.9327,47.7578,"AG, FR, SA, SK, KF",82,10/17/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,355,130,0,0,1,0,0,NA,31.94491531
9.56E+14,WAY036,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,J,yes,yes,pup,WAY028,104,94.7,0,0,0,4,10,NA,NA
9.56E+14,WAY038,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,J,yes,yes,pup,WAY030,96,93.7,3,0,1,10,13,NA,NA
9.56E+14,WAY040,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY044,346,137.1,4,0,3,2,7,NA,2.069388177
9.56E+14,WAY030,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY038,246,129.6,1,0,1,6,52,NA,-66.7778323
9.56E+14,WAY029,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY037,305,127.5,6,0,0,2,16,NA,0.728005964
9.56E+14,WAY016,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY032,283,130.5,4,0,0,4,12,NA,-33.45239831
9.56E+14,WAY028,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY036,318,134.1,4,0,0,3,30,NA,-13.32498232
9.56E+14,WAY033,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,male,J,yes,yes,pup,WAY025,91,93.3,29,0,1,0,1,NA,NA
9.56E+14,WAY025,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY033,281,126.4,3,0,0,6,29,NA,-18.85475858
9.56E+14,WAY031,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,318,132.3,8,0,0,6,9,NA,-11.80468437
9.56E+14,WAY026,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY034,293,127.4,0,0,0,8,11,NA,-10.8693399
9.56E+14,WAY035,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,male,J,yes,yes,pup,WAY027,82,76.6,2,0,0,9,0,NA,NA
9.56E+14,WAY034,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,J,yes,yes,pup,WAY026,86,82,3,0,1,1,1,NA,NA
9.56E+14,WAY027,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY035,295,134.9,3,0,7,7,10,NA,-39.66772026
9.56E+14,WAY037,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,J,yes,yes,pup,WAY029,86,89.5,0,0,0,1,1,NA,NA
9.56E+14,WAY032,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/1/19,NA,NA,Eidolon dupreanum,no,female,J,yes,yes,pup,WAY016,91,93.9,3,0,0,7,28,NA,NA
9.56E+14,WAY045,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,male,J,yes,yes,pup,WAY041,83,79.8,1,0,0,3,2,NA,NA
9.56E+14,WAY047,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,349,134.8,2,0,0,3,92,NA,11.83493602
9.56E+14,WAY042,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY046,306,127.6,1,0,1,0,0,NA,1.325134585
9.56E+14,WAY043,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,306,126.1,8,0,1,0,77,NA,-5.659069533
9.56E+14,WAY051,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY053,291,125,1,0,0,3,21,NA,-3.270952448
9.56E+14,WAY050,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY052,294,126.3,1,0,10,2,20,NA,-5.454497628
9.56E+14,WAY044,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,female,J,no,yes,pup,WAY040,104,96.4,0,0,0,1,1,NA,NA
9.56E+14,WAY046,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,female,J,yes,yes,pup,WAY042,102,93,4,0,1,1,0,NA,NA
9.56E+14,WAY041,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,female,L,no,yes,mom,WAY045,298,133.4,3,0,1,4,8,NA,-30.41131262
9.56E+14,WAY039,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/2/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,305,124.9,2,0,0,3,42,NA,-3.16519174
9.56E+14,WAY053,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/3/19,NA,NA,Eidolon dupreanum,no,male,J,yes,yes,pup,WAY051,65,71.4,0,0,0,12,8,NA,NA
9.56E+14,WAY049,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/3/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,267,126,3,0,0,22,19,NA,-31.2550223
9.56E+14,WAY048,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/3/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,338,126.3,1,0,0,12,5,NA,25.75803696
9.56E+14,WAY052,Ankarana_Chauves_Souris_Edup,-12.959336,49.123698,"SG, AA",84,11/3/19,NA,NA,Eidolon dupreanum,no,male,J,yes,yes,pup,WAY050,97,89.4,0,0,0,7,3,NA,NA
9.56E+14,CAT020,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,273,122.3,4,0,0,1,30,NA,-10.62330527
9.56E+14,CAT023,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,268,126.8,1,0,0,0,0,NA,-33.45798014
9.56E+14,CAT017,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,278,125.8,0,0,0,0,4,NA,-19.45646223
9.56E+14,CAT019,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,318,135.1,2,0,0,2,58,NA,-20.04996217
9.56E+14,CAT021,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,298,132.8,0,0,0,1,2,NA,-27.92223439
9.56E+14,CAT018,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,303,131.1,0,0,0,1,0,NA,-15.91181646
9.56E+14,CAT024,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,293,132.2,0,0,0,2,1,NA,-30.44087804
9.56E+14,CAT022,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,285,130.2,2,0,0,0,2,NA,-30.22560008
9.56E+14,CAT025,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,295,129,0,0,0,2,1,NA,-15.33784544
9.56E+14,RTC009,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,no,NA,NA,41,66.5,2,0,1,0,0,NA,NA
9.56E+14,RTC007,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,no,NA,NA,40,64.8,2,0,0,2,9,NA,NA
9.56E+14,RTC010,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,47,71,7,1,0,2,0,NA,-17.07197702
9.56E+14,RTC006,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,52,70.1,6,1,0,2,3,NA,-3.329288472
9.56E+14,RTC011,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,55,72.8,5,0,0,5,7,NA,-3.610007586
9.56E+14,RTC008,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/4/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,52,69,1,0,0,2,3,NA,-2.011432746
9.56E+14,CAT032,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,L,no,no,NA,NA,268,127.2,5,0,0,2,1,NA,-35.06468356
9.56E+14,CAT027,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,342,135.1,3,0,0,5,0,NA,3.950037834
9.56E+14,CAT026,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,305,133.3,0,0,0,0,2,NA,-22.99593047
956000005671061_956000009382720,CAT034,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,293,131.1,5,0,0,3,2,NA,-33.28050953
9.56E+14,CAT036,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,303,129.3,1,0,0,0,0,NA,-8.556865554
9.56E+14,CAT031,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,300,130.5,0,0,0,6,2,NA,-16.45239831
9.56E+14,CAT030,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,315,133.4,0,0,0,0,5,NA,-18.04021104
9.56E+14,CAT033,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,male,J,yes,yes,pup,CAT032,123,97.6,0,0,0,2,0,NA,NA
9.56E+14,CAT029,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,J,no,no,NA,NA,294,128.4,2,0,0,10,0,NA,NA
9.56E+14,CAT028,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,J,no,no,NA,NA,290,130.1,0,0,0,10,0,NA,NA
9.56E+14,CAT037,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,318,135.1,3,0,0,1,0,NA,-17.50554022
9.56E+14,CAT035,Ankarana_Cathedral_Edup,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,296,133,0,0,0,3,6,NA,-35.86310105
9.56E+14,RTC012,Ankarana_Cathedral_Rmad,-12.952901,49.046885,"SG, AA",84,11/5/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,no,NA,NA,39,62.6,2,0,0,14,5,NA,NA
9.56E+14,ROU145,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,male,A,no,no,NA,NA,58,71.6,7,0,0,0,0,NA,-7.05560446
9.56E+14,ROU147,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,62,74.5,6,0,0,3,0,NA,1.291237198
9.56E+14,ROU160,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,52,70.9,2,0,0,4,1,NA,-4.294570225
9.56E+14,ROU153,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,51,69.4,2,0,0,5,0,NA,-10.48182266
9.56E+14,ROU151,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,69,78.4,8,0,0,6,10,NA,-7.669356631
9.56E+14,ROU161,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/7/19,NA,NA,Rousettus madagascariensis,NA,male,A,no,no,NA,NA,51,71,1,0,1,13,1,NA,-13.07197702
9.56E+14,ROU152,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,52,69.7,8,0,1,5,4,NA,-2.848804551
9.56E+14,ROU149,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,male,A,no,no,NA,NA,65,78.7,0,1,0,8,4,NA,-12.20132459
9.56E+14,ROU157,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,60,68.6,3,0,0,6,1,NA,6.465072856
9.56E+14,ROU144,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,59,72.8,5,0,0,14,0,NA,0.389992414
9.56E+14,ROU156,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,58,69.2,2,0,0,5,7,NA,3.749770401
9.56E+14,ROU159,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,female,NL,no,no,NA,NA,48,71.4,2,0,0,4,0,NA,-8.90078105
9.56E+14,ROU155,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,57,75.2,4,0,0,2,2,NA,-14.09776577
9.56E+14,ROU143,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,male,A,no,no,NA,NA,53,74.6,7,0,0,0,2,NA,-17.07407694
9.56E+14,ROU163,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,47,71.3,3,0,0,6,1,NA,-9.779360305
9.56E+14,ROU158,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,42,72,2,0,0,2,0,NA,-23.71508066
9.56E+14,ROU150,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,P,no,no,NA,NA,55,73.2,3,0,0,0,0,NA,-4.101545638
9.56E+14,ROU154,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,no,female,P,yes,no,NA,NA,44,68,4,0,0,4,5,NA,NA
9.56E+14,ROU148,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,53,70.5,5,0,0,1,3,NA,-2.811211661
9.56E+14,ROU146,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,J,no,no,NA,NA,50,72.3,14,0,0,0,5,NA,NA
9.56E+14,ROU142,Ankarana_Canyon_Rmad,-12.9435,49.0555,"SG, AA",84,11/7/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,57,71.7,10,0,0,2,1,NA,-0.265578074
9.56E+14,ROU172,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,P,no,no,NA,NA,62,73,11,0,0,4,1,NA,3.144399859
9.56E+14,ROU171,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,male,A,no,no,NA,NA,63,71.8,7,0,0,2,0,NA,-2.384970364
9.56E+14,ROU165,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,male,A,no,no,NA,NA,49,70.1,6,0,1,3,0,NA,-13.6091275
9.56E+14,ROU164,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,55,73.4,7,0,2,6,0,NA,-4.347843619
9.56E+14,ROU162,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,male,J,no,no,NA,NA,40,68.3,5,0,0,3,1,NA,NA
9.56E+14,ROU166,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,P,no,no,NA,NA,61,70.2,2,0,0,3,0,NA,5.550365509
9.56E+14,ROU167,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,P,no,no,NA,NA,52,69.2,3,1,7,7,2,NA,-2.250229599
9.56E+14,ROU173,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,53,71.4,6,0,0,3,4,NA,-3.90078105
9.56E+14,ROU168,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,P,no,no,NA,NA,56,69.8,2,0,8,4,0,NA,1.031209614
9.56E+14,ROU169,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,71,73,8,0,0,2,0,NA,12.14439986
9.56E+14,ROU170,Ankarana_Canyon_Rmad,-12.9435,49.0555,NA,84,11/8/19,NA,NA,Rousettus madagascariensis,NA,female,NL,no,no,NA,NA,61,74.4,3,0,0,1,0,NA,0.415395174
9.56E+14,MIZ546,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,female,J,no,no,NA,NA,70,68.5,2,0,0,1,0,NA,-2.609127499
9.56E+14,MIZ544,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,120,73.1,1,0,0,2,1,NA,52.45602428
9.56E+14,MIZ554,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,67,70.7,9,0,4,25,0,NA,10.94728824
9.56E+14,MIZ557,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,67,75.7,9,0,1,3,0,NA,-4.955913201
9.56E+14,MIZ549,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,75,69.8,10,0,2,4,0,NA,31.66855709
9.56E+14,MIZ549,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,75,69.8,10,0,2,4,0,NA,12.87512583
9.56E+14,MIZ559,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,65,69.8,2,3,0,21,0,NA,2.875125826
9.56E+14,MIZ556,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,70,72.4,6,0,0,22,0,NA,3.622467167
9.56E+14,MIZ555,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,62,70.8,3,1,0,10,0,NA,-1.745592617
9.56E+14,MIZ558,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,66,75.9,2,1,0,16,0,NA,-6.30046218
9.56E+14,MIZ547,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,75,69.2,4,0,0,12,0,NA,13.8385795
9.56E+14,MIZ550,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,79.5,70.7,4,0,0,4,0,NA,15.91731972
9.56E+14,MIZ545,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,female,NL,no,no,NA,NA,58,71.8,12,0,0,9,0,NA,12.87512583
9.56E+14,MIZ545,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,female,NL,no,no,NA,NA,58,71.8,12,0,0,9,0,NA,0.612644853
9.56E+14,MIZ552,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,61,73.6,6,0,0,16,0,NA,-7.382714132
9.56E+14,MIZ553,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,67,68.3,13,0,0,16,0,NA,7.271106847
9.56E+14,MIZ548,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,female,NL,no,no,NA,NA,70,68.6,9,0,0,4,0,NA,16.46507286
9.56E+14,MIZ548,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,female,NL,no,no,NA,NA,70,68.6,9,0,0,4,0,NA,1.742584419
9.56E+14,MIZ551,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/13/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,65,69.9,1,0,0,12,0,NA,2.71389508
9.56E+14,MIZ569,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,65,72.9,1,0,0,9,0,NA,-2.209778276
9.56E+14,MIZ564,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,65.5,71.1,0,0,0,0,0,NA,1.264551016
9.56E+14,MIZ567,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,66,75,8,3,0,20,0,NA,-4.755797775
9.56E+14,MIZ562,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,70,66.6,5,4,0,8,0,NA,12.93544187
9.56E+14,MIZ568,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,67,74.4,3,2,0,55,0,NA,-2.734324854
9.56E+14,MIZ560,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,65,70.3,17,1,0,10,0,NA,2.067102147
9.56E+14,MIZ565,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,female,P,no,no,NA,NA,60,66.6,3,0,0,7,0,NA,8.825706937
9.56E+14,MIZ561,Maromizaha_Rmad,-18.9623,48.4525,"AA, AS, FR",85,11/14/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,74.5,71.2,7,0,0,5,0,NA,10.10089261
